src,dst,relation
user-6191,Chicago,visits_location
user-6191,198.51.100.164,uses_ip
user-6191,Chicago,visits_location
user-1943,198.51.101.146,uses_ip
user-1943,New York,visits_location
user-1943,198.51.101.167,uses_ip
user-1943,New York,visits_location
user-1943,198.51.101.9,uses_ip
user-1943,New York,visits_location
user-1943,198.51.101.131,uses_ip
user-1943,New York,visits_location
user-5481,198.51.102.145,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.16,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.194,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.143,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.152,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.112,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.27,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.163,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.106,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.191,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.141,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.159,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.179,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.151,uses_ip
user-5481,San Francisco,visits_location
user-5481,198.51.102.70,uses_ip
user-5481,San Francisco,visits_location
user-1911,198.51.100.9,uses_ip
user-1911,Chicago,visits_location
user-1911,198.51.100.48,uses_ip
user-1911,Chicago,visits_location
user-1911,198.51.100.78,uses_ip
user-1911,Chicago,visits_location
user-1911,198.51.100.110,uses_ip
user-1911,Chicago,visits_location
user-9202,198.51.102.26,uses_ip
user-9202,San Francisco,visits_location
user-9202,198.51.102.127,uses_ip
user-9202,San Francisco,visits_location
user-9202,198.51.102.1,uses_ip
user-9202,San Francisco,visits_location
user-9202,198.51.102.210,uses_ip
user-9202,San Francisco,visits_location
user-4733,198.51.102.48,uses_ip
user-4733,San Francisco,visits_location
user-4733,198.51.102.146,uses_ip
user-4733,San Francisco,visits_location
user-4733,198.51.102.129,uses_ip
user-4733,San Francisco,visits_location
user-4733,198.51.102.204,uses_ip
user-4733,San Francisco,visits_location
user-6412,198.51.101.98,uses_ip
user-6412,New York,visits_location
user-6412,198.51.101.121,uses_ip
user-6412,New York,visits_location
user-6412,198.51.101.89,uses_ip
user-6412,New York,visits_location
user-6412,198.51.101.61,uses_ip
user-6412,New York,visits_location
user-7260,198.51.102.72,uses_ip
user-7260,San Francisco,visits_location
user-7260,198.51.102.48,uses_ip
user-7260,San Francisco,visits_location
user-7260,198.51.102.168,uses_ip
user-7260,San Francisco,visits_location
user-7260,198.51.102.170,uses_ip
user-7260,San Francisco,visits_location
user-5123,198.51.100.138,uses_ip
user-5123,Chicago,visits_location
user-5123,198.51.100.192,uses_ip
user-5123,Chicago,visits_location
user-5123,198.51.100.196,uses_ip
user-5123,Chicago,visits_location
user-5123,198.51.100.141,uses_ip
user-5123,Chicago,visits_location
user-9869,198.51.100.64,uses_ip
user-9869,Chicago,visits_location
user-9869,198.51.100.124,uses_ip
user-9869,Chicago,visits_location
user-9869,198.51.100.98,uses_ip
user-9869,Chicago,visits_location
user-9869,198.51.100.217,uses_ip
user-9869,Chicago,visits_location
user-9869,198.51.100.140,uses_ip
user-9869,Chicago,visits_location
user-9869,198.51.100.242,uses_ip
user-9869,Chicago,visits_location
user-9869,198.51.100.64,uses_ip
user-9869,Chicago,visits_location
user-9869,198.51.100.218,uses_ip
user-9869,Chicago,visits_location
user-9869,198.51.100.66,uses_ip
user-9869,Chicago,visits_location
user-9869,198.51.100.173,uses_ip
user-9869,Chicago,visits_location
user-9869,198.51.100.202,uses_ip
user-9869,Chicago,visits_location
user-9869,198.51.100.170,uses_ip
user-9869,Chicago,visits_location
user-1999,198.51.101.90,uses_ip
user-1999,New York,visits_location
user-1999,198.51.101.123,uses_ip
user-1999,New York,visits_location
user-1999,198.51.101.165,uses_ip
user-1999,New York,visits_location
user-1999,198.51.101.124,uses_ip
user-1999,New York,visits_location
user-2151,198.51.101.85,uses_ip
user-2151,New York,visits_location
user-2151,198.51.101.16,uses_ip
user-2151,New York,visits_location
user-2151,198.51.101.184,uses_ip
user-2151,New York,visits_location
user-2151,198.51.101.226,uses_ip
user-2151,New York,visits_location
user-3263,198.51.100.156,uses_ip
user-3263,Chicago,visits_location
user-3263,198.51.100.234,uses_ip
user-3263,Chicago,visits_location
user-3263,198.51.100.206,uses_ip
user-3263,Chicago,visits_location
user-3263,198.51.100.80,uses_ip
user-3263,Chicago,visits_location
user-6174,198.51.102.168,uses_ip
user-6174,San Francisco,visits_location
user-6174,198.51.102.75,uses_ip
user-6174,San Francisco,visits_location
user-6174,198.51.102.72,uses_ip
user-6174,San Francisco,visits_location
user-6174,198.51.102.166,uses_ip
user-6174,San Francisco,visits_location
user-6447,198.51.102.37,uses_ip
user-6447,San Francisco,visits_location
user-6447,198.51.102.23,uses_ip
user-6447,San Francisco,visits_location
user-6447,198.51.102.220,uses_ip
user-6447,San Francisco,visits_location
user-6447,198.51.102.66,uses_ip
user-6447,San Francisco,visits_location
user-3936,198.51.102.161,uses_ip
user-3936,San Francisco,visits_location
user-3936,198.51.102.52,uses_ip
user-3936,San Francisco,visits_location
user-3936,198.51.102.121,uses_ip
user-3936,San Francisco,visits_location
user-3936,198.51.102.165,uses_ip
user-3936,San Francisco,visits_location
user-2123,198.51.100.45,uses_ip
user-2123,Chicago,visits_location
user-2123,198.51.100.61,uses_ip
user-2123,Chicago,visits_location
user-2123,198.51.100.35,uses_ip
user-2123,Chicago,visits_location
user-2123,198.51.100.7,uses_ip
user-2123,Chicago,visits_location
