src,dst,relation
sess-9a07c269dc,svc-backup,observed_user
camp-bcd6393c6c,10.10.20.80,originates_from_ip
sess-9a07c269dc,root,observed_user
camp-bcd6393c6c,10.10.20.80,originates_from_ip
sess-9a07c269dc,svc-backup,observed_user
camp-bcd6393c6c,10.10.20.80,originates_from_ip
sess-9a07c269dc,ubuntu,observed_user
camp-bcd6393c6c,10.10.20.80,originates_from_ip
sess-9a07c269dc,admin,observed_user
camp-7c736b0afa,45.83.64.134,originates_from_ip
sess-8292eadd8e,svc-backup,observed_user
camp-7c736b0afa,198.51.100.119,originates_from_ip
camp-7c736b0afa,198.51.10.111,originates_from_ip
sess-8292eadd8e,maria,observed_user
camp-7c736b0afa,198.51.100.119,originates_from_ip
camp-7c736b0afa,45.83.64.134,originates_from_ip
sess-8292eadd8e,svc-backup,observed_user
camp-7c736b0afa,198.51.10.128,originates_from_ip
sess-8292eadd8e,samir,observed_user
camp-7c736b0afa,45.83.64.134,originates_from_ip
sess-8292eadd8e,admin,observed_user
camp-7c736b0afa,198.51.100.119,originates_from_ip
camp-7c736b0afa,45.83.64.134,originates_from_ip
sess-8292eadd8e,root,observed_user
camp-7c736b0afa,45.83.64.217,originates_from_ip
sess-8292eadd8e,ubuntu,observed_user
camp-7c736b0afa,198.51.100.119,originates_from_ip
camp-7c736b0afa,198.51.10.155,originates_from_ip
sess-8292eadd8e,maria,observed_user
camp-7c736b0afa,45.83.64.217,originates_from_ip
sess-8292eadd8e,root,observed_user
camp-7c736b0afa,185.220.101.4,originates_from_ip
sess-8292eadd8e,admin,observed_user
camp-7c736b0afa,198.51.10.95,originates_from_ip
sess-8292eadd8e,alex,observed_user
camp-7c736b0afa,185.220.101.4,originates_from_ip
sess-8292eadd8e,root,observed_user
camp-7c736b0afa,185.220.101.4,originates_from_ip
sess-8292eadd8e,ubuntu,observed_user
camp-7c736b0afa,185.220.101.240,originates_from_ip
sess-8292eadd8e,root,observed_user
camp-7c736b0afa,198.51.100.119,originates_from_ip
camp-7c736b0afa,185.220.101.240,originates_from_ip
sess-8292eadd8e,root,observed_user
camp-7c736b0afa,185.220.101.240,originates_from_ip
sess-8292eadd8e,ubuntu,observed_user
camp-7c736b0afa,185.220.101.240,originates_from_ip
sess-8292eadd8e,admin,observed_user
camp-7c736b0afa,10.10.20.248,originates_from_ip
sess-8292eadd8e,admin,observed_user
camp-7c736b0afa,10.10.20.248,originates_from_ip
sess-8292eadd8e,admin,observed_user
camp-7c736b0afa,198.51.100.119,originates_from_ip
camp-7c736b0afa,10.10.20.248,originates_from_ip
sess-8292eadd8e,svc-backup,observed_user
camp-7c736b0afa,10.10.20.248,originates_from_ip
sess-8292eadd8e,admin,observed_user
camp-7c736b0afa,198.51.10.93,originates_from_ip
sess-8292eadd8e,alex,observed_user
camp-7c736b0afa,10.10.20.248,originates_from_ip
sess-8292eadd8e,root,observed_user
camp-7c736b0afa,10.10.20.208,originates_from_ip
sess-8292eadd8e,ubuntu,observed_user
camp-7c736b0afa,10.10.20.208,originates_from_ip
sess-8292eadd8e,root,observed_user
camp-7c736b0afa,198.51.10.232,originates_from_ip
sess-8292eadd8e,alex,observed_user
camp-246bd479bc,198.51.10.247,originates_from_ip
sess-6db45d9a6a,alex,observed_user
camp-246bd479bc,45.83.64.24,originates_from_ip
sess-6db45d9a6a,svc-backup,observed_user
camp-246bd479bc,45.83.64.24,originates_from_ip
sess-6db45d9a6a,admin,observed_user
camp-246bd479bc,45.83.64.24,originates_from_ip
sess-6db45d9a6a,ubuntu,observed_user
camp-246bd479bc,198.51.100.146,originates_from_ip
camp-246bd479bc,198.51.10.178,originates_from_ip
sess-6db45d9a6a,alex,observed_user
camp-246bd479bc,45.83.64.24,originates_from_ip
sess-6db45d9a6a,svc-backup,observed_user
camp-246bd479bc,198.51.100.146,originates_from_ip
camp-246bd479bc,45.83.64.24,originates_from_ip
sess-6db45d9a6a,ubuntu,observed_user
camp-246bd479bc,198.51.100.146,originates_from_ip
camp-246bd479bc,198.51.10.68,originates_from_ip
sess-6db45d9a6a,priya,observed_user
camp-246bd479bc,45.83.64.97,originates_from_ip
sess-6db45d9a6a,root,observed_user
camp-246bd479bc,198.51.100.146,originates_from_ip
camp-246bd479bc,198.51.100.146,originates_from_ip
camp-246bd479bc,45.83.64.97,originates_from_ip
sess-6db45d9a6a,admin,observed_user
camp-246bd479bc,198.51.100.146,originates_from_ip
camp-246bd479bc,45.83.64.97,originates_from_ip
sess-6db45d9a6a,root,observed_user
camp-246bd479bc,45.83.64.97,originates_from_ip
sess-6db45d9a6a,ubuntu,observed_user
camp-246bd479bc,198.51.10.192,originates_from_ip
sess-6db45d9a6a,samir,observed_user
camp-246bd479bc,185.220.101.187,originates_from_ip
sess-6db45d9a6a,svc-backup,observed_user
camp-246bd479bc,185.220.101.187,originates_from_ip
sess-6db45d9a6a,svc-backup,observed_user
camp-246bd479bc,185.220.101.187,originates_from_ip
sess-6db45d9a6a,ubuntu,observed_user
camp-246bd479bc,198.51.10.153,originates_from_ip
sess-6db45d9a6a,maria,observed_user
camp-246bd479bc,185.220.101.199,originates_from_ip
sess-6db45d9a6a,ubuntu,observed_user
camp-246bd479bc,185.220.101.199,originates_from_ip
sess-6db45d9a6a,ubuntu,observed_user
camp-246bd479bc,185.220.101.199,originates_from_ip
sess-6db45d9a6a,root,observed_user
camp-246bd479bc,185.220.101.199,originates_from_ip
sess-6db45d9a6a,svc-backup,observed_user
camp-246bd479bc,10.10.20.189,originates_from_ip
sess-6db45d9a6a,svc-backup,observed_user
camp-246bd479bc,10.10.20.189,originates_from_ip
sess-6db45d9a6a,svc-backup,observed_user
camp-246bd479bc,10.10.20.189,originates_from_ip
sess-6db45d9a6a,root,observed_user
camp-246bd479bc,10.10.20.197,originates_from_ip
sess-6db45d9a6a,svc-backup,observed_user
camp-246bd479bc,10.10.20.197,originates_from_ip
sess-6db45d9a6a,svc-backup,observed_user
camp-5f57a69323,45.83.64.161,originates_from_ip
sess-8d9863a93a,admin,observed_user
camp-5f57a69323,198.51.100.188,originates_from_ip
camp-5f57a69323,45.83.64.161,originates_from_ip
sess-8d9863a93a,root,observed_user
camp-5f57a69323,198.51.100.188,originates_from_ip
camp-5f57a69323,198.51.10.222,originates_from_ip
sess-8d9863a93a,priya,observed_user
camp-5f57a69323,45.83.64.161,originates_from_ip
sess-8d9863a93a,svc-backup,observed_user
camp-5f57a69323,198.51.100.188,originates_from_ip
camp-5f57a69323,45.83.64.157,originates_from_ip
sess-8d9863a93a,svc-backup,observed_user
camp-5f57a69323,45.83.64.157,originates_from_ip
sess-8d9863a93a,svc-backup,observed_user
camp-5f57a69323,198.51.100.188,originates_from_ip
camp-5f57a69323,198.51.10.211,originates_from_ip
sess-8d9863a93a,priya,observed_user
camp-5f57a69323,45.83.64.157,originates_from_ip
sess-8d9863a93a,svc-backup,observed_user
camp-5f57a69323,198.51.10.219,originates_from_ip
sess-8d9863a93a,maria,observed_user
camp-5f57a69323,198.51.100.188,originates_from_ip
camp-5f57a69323,45.83.64.157,originates_from_ip
sess-8d9863a93a,root,observed_user
camp-5f57a69323,185.220.101.203,originates_from_ip
sess-8d9863a93a,ubuntu,observed_user
camp-5f57a69323,185.220.101.203,originates_from_ip
sess-8d9863a93a,ubuntu,observed_user
camp-5f57a69323,185.220.101.203,originates_from_ip
sess-8d9863a93a,svc-backup,observed_user
camp-5f57a69323,185.220.101.203,originates_from_ip
sess-8d9863a93a,svc-backup,observed_user
camp-5f57a69323,185.220.101.203,originates_from_ip
sess-8d9863a93a,svc-backup,observed_user
camp-5f57a69323,185.220.101.203,originates_from_ip
sess-8d9863a93a,root,observed_user
camp-5f57a69323,185.220.101.203,originates_from_ip
sess-8d9863a93a,root,observed_user
camp-5f57a69323,185.220.101.221,originates_from_ip
sess-8d9863a93a,root,observed_user
camp-5f57a69323,185.220.101.221,originates_from_ip
sess-8d9863a93a,ubuntu,observed_user
camp-5f57a69323,198.51.100.188,originates_from_ip
camp-5f57a69323,198.51.10.222,originates_from_ip
sess-8d9863a93a,maria,observed_user
camp-5f57a69323,10.10.20.125,originates_from_ip
sess-8d9863a93a,root,observed_user
camp-5f57a69323,10.10.20.125,originates_from_ip
sess-8d9863a93a,svc-backup,observed_user
camp-5f57a69323,198.51.100.188,originates_from_ip
camp-5f57a69323,10.10.20.125,originates_from_ip
sess-8d9863a93a,ubuntu,observed_user
camp-5f57a69323,198.51.100.188,originates_from_ip
camp-5f57a69323,10.10.20.125,originates_from_ip
sess-8d9863a93a,svc-backup,observed_user
camp-5f57a69323,10.10.20.76,originates_from_ip
sess-8d9863a93a,root,observed_user
camp-5f57a69323,198.51.10.195,originates_from_ip
sess-8d9863a93a,alex,observed_user
camp-5f57a69323,10.10.20.76,originates_from_ip
sess-8d9863a93a,svc-backup,observed_user
camp-5f57a69323,10.10.20.76,originates_from_ip
sess-8d9863a93a,svc-backup,observed_user
camp-5f57a69323,10.10.20.76,originates_from_ip
sess-8d9863a93a,ubuntu,observed_user
camp-5f57a69323,10.10.20.76,originates_from_ip
sess-8d9863a93a,root,observed_user
camp-5f57a69323,198.51.10.178,originates_from_ip
sess-8d9863a93a,alex,observed_user
camp-cf7a18b25e,198.51.10.179,originates_from_ip
sess-c64d2ccc8c,maria,observed_user
camp-cf7a18b25e,45.83.64.5,originates_from_ip
sess-c64d2ccc8c,admin,observed_user
camp-cf7a18b25e,198.51.100.113,originates_from_ip
camp-cf7a18b25e,45.83.64.5,originates_from_ip
sess-c64d2ccc8c,root,observed_user
camp-cf7a18b25e,198.51.100.113,originates_from_ip
camp-cf7a18b25e,45.83.64.243,originates_from_ip
sess-c64d2ccc8c,svc-backup,observed_user
camp-cf7a18b25e,45.83.64.243,originates_from_ip
sess-c64d2ccc8c,svc-backup,observed_user
camp-cf7a18b25e,198.51.100.113,originates_from_ip
camp-cf7a18b25e,198.51.10.183,originates_from_ip
sess-c64d2ccc8c,alex,observed_user
camp-cf7a18b25e,45.83.64.243,originates_from_ip
sess-c64d2ccc8c,svc-backup,observed_user
camp-cf7a18b25e,45.83.64.243,originates_from_ip
sess-c64d2ccc8c,ubuntu,observed_user
camp-cf7a18b25e,198.51.100.113,originates_from_ip
camp-cf7a18b25e,45.83.64.243,originates_from_ip
sess-c64d2ccc8c,root,observed_user
camp-cf7a18b25e,198.51.10.35,originates_from_ip
sess-c64d2ccc8c,samir,observed_user
camp-cf7a18b25e,45.83.64.243,originates_from_ip
sess-c64d2ccc8c,ubuntu,observed_user
camp-cf7a18b25e,198.51.100.113,originates_from_ip
camp-cf7a18b25e,185.220.101.200,originates_from_ip
sess-c64d2ccc8c,ubuntu,observed_user
camp-cf7a18b25e,185.220.101.200,originates_from_ip
sess-c64d2ccc8c,svc-backup,observed_user
camp-cf7a18b25e,185.220.101.200,originates_from_ip
sess-c64d2ccc8c,svc-backup,observed_user
camp-cf7a18b25e,198.51.10.116,originates_from_ip
sess-c64d2ccc8c,alex,observed_user
camp-cf7a18b25e,185.220.101.200,originates_from_ip
sess-c64d2ccc8c,svc-backup,observed_user
camp-cf7a18b25e,185.220.101.200,originates_from_ip
sess-c64d2ccc8c,svc-backup,observed_user
camp-cf7a18b25e,185.220.101.200,originates_from_ip
sess-c64d2ccc8c,svc-backup,observed_user
camp-cf7a18b25e,185.220.101.231,originates_from_ip
sess-c64d2ccc8c,svc-backup,observed_user
camp-cf7a18b25e,185.220.101.231,originates_from_ip
sess-c64d2ccc8c,svc-backup,observed_user
camp-cf7a18b25e,185.220.101.231,originates_from_ip
sess-c64d2ccc8c,admin,observed_user
camp-cf7a18b25e,10.10.20.131,originates_from_ip
sess-c64d2ccc8c,root,observed_user
camp-cf7a18b25e,10.10.20.131,originates_from_ip
sess-c64d2ccc8c,admin,observed_user
camp-cf7a18b25e,10.10.20.131,originates_from_ip
sess-c64d2ccc8c,root,observed_user
camp-cf7a18b25e,10.10.20.131,originates_from_ip
sess-c64d2ccc8c,root,observed_user
camp-cf7a18b25e,198.51.10.97,originates_from_ip
sess-c64d2ccc8c,alex,observed_user
camp-cf7a18b25e,10.10.20.131,originates_from_ip
sess-c64d2ccc8c,admin,observed_user
camp-cf7a18b25e,10.10.20.131,originates_from_ip
sess-c64d2ccc8c,admin,observed_user
camp-cf7a18b25e,10.10.20.227,originates_from_ip
sess-c64d2ccc8c,ubuntu,observed_user
camp-cf7a18b25e,10.10.20.227,originates_from_ip
sess-c64d2ccc8c,admin,observed_user
camp-cf7a18b25e,10.10.20.227,originates_from_ip
sess-c64d2ccc8c,admin,observed_user
camp-cf7a18b25e,10.10.20.227,originates_from_ip
sess-c64d2ccc8c,root,observed_user
camp-cf7a18b25e,198.51.10.210,originates_from_ip
sess-c64d2ccc8c,alex,observed_user
camp-560205c5d8,45.83.64.164,originates_from_ip
sess-3ac74dc7e6,admin,observed_user
camp-560205c5d8,198.51.100.251,originates_from_ip
camp-560205c5d8,198.51.100.251,originates_from_ip
camp-560205c5d8,45.83.64.164,originates_from_ip
sess-3ac74dc7e6,ubuntu,observed_user
camp-560205c5d8,45.83.64.164,originates_from_ip
sess-3ac74dc7e6,admin,observed_user
camp-560205c5d8,198.51.10.174,originates_from_ip
sess-3ac74dc7e6,priya,observed_user
camp-560205c5d8,185.220.101.8,originates_from_ip
sess-3ac74dc7e6,svc-backup,observed_user
camp-560205c5d8,185.220.101.8,originates_from_ip
sess-3ac74dc7e6,svc-backup,observed_user
camp-560205c5d8,185.220.101.8,originates_from_ip
sess-3ac74dc7e6,admin,observed_user
camp-560205c5d8,198.51.100.251,originates_from_ip
camp-560205c5d8,185.220.101.8,originates_from_ip
sess-3ac74dc7e6,svc-backup,observed_user
camp-560205c5d8,185.220.101.8,originates_from_ip
sess-3ac74dc7e6,svc-backup,observed_user
camp-560205c5d8,198.51.10.38,originates_from_ip
sess-3ac74dc7e6,priya,observed_user
camp-560205c5d8,185.220.101.8,originates_from_ip
sess-3ac74dc7e6,svc-backup,observed_user
camp-560205c5d8,185.220.101.8,originates_from_ip
sess-3ac74dc7e6,svc-backup,observed_user
camp-560205c5d8,198.51.100.251,originates_from_ip
camp-560205c5d8,185.220.101.155,originates_from_ip
sess-3ac74dc7e6,root,observed_user
camp-560205c5d8,185.220.101.155,originates_from_ip
sess-3ac74dc7e6,root,observed_user
camp-560205c5d8,198.51.10.45,originates_from_ip
sess-3ac74dc7e6,alex,observed_user
camp-560205c5d8,185.220.101.155,originates_from_ip
sess-3ac74dc7e6,svc-backup,observed_user
camp-560205c5d8,185.220.101.155,originates_from_ip
sess-3ac74dc7e6,root,observed_user
camp-560205c5d8,185.220.101.155,originates_from_ip
sess-3ac74dc7e6,root,observed_user
camp-560205c5d8,198.51.100.251,originates_from_ip
camp-560205c5d8,185.220.101.155,originates_from_ip
sess-3ac74dc7e6,root,observed_user
camp-560205c5d8,185.220.101.77,originates_from_ip
sess-3ac74dc7e6,root,observed_user
camp-560205c5d8,185.220.101.77,originates_from_ip
sess-3ac74dc7e6,root,observed_user
camp-560205c5d8,185.220.101.77,originates_from_ip
sess-3ac74dc7e6,ubuntu,observed_user
camp-560205c5d8,185.220.101.77,originates_from_ip
sess-3ac74dc7e6,ubuntu,observed_user
camp-560205c5d8,10.10.20.49,originates_from_ip
sess-3ac74dc7e6,ubuntu,observed_user
camp-560205c5d8,10.10.20.49,originates_from_ip
sess-3ac74dc7e6,admin,observed_user
sess-92337c0305,maria,observed_user
sess-92337c0305,priya,observed_user
sess-92337c0305,priya,observed_user
sess-92337c0305,maria,observed_user
camp-c548a017ee,45.83.64.54,originates_from_ip
sess-34d64db50a,ubuntu,observed_user
camp-c548a017ee,45.83.64.54,originates_from_ip
sess-34d64db50a,svc-backup,observed_user
camp-c548a017ee,198.51.100.203,originates_from_ip
camp-c548a017ee,45.83.64.54,originates_from_ip
sess-34d64db50a,admin,observed_user
camp-c548a017ee,45.83.64.12,originates_from_ip
sess-34d64db50a,ubuntu,observed_user
camp-c548a017ee,198.51.10.232,originates_from_ip
sess-34d64db50a,samir,observed_user
camp-c548a017ee,45.83.64.12,originates_from_ip
sess-34d64db50a,root,observed_user
camp-c548a017ee,198.51.10.168,originates_from_ip
sess-34d64db50a,samir,observed_user
camp-c548a017ee,198.51.100.203,originates_from_ip
camp-c548a017ee,45.83.64.12,originates_from_ip
sess-34d64db50a,root,observed_user
camp-c548a017ee,198.51.10.90,originates_from_ip
sess-34d64db50a,alex,observed_user
camp-c548a017ee,45.83.64.12,originates_from_ip
sess-34d64db50a,root,observed_user
camp-c548a017ee,198.51.100.203,originates_from_ip
camp-c548a017ee,45.83.64.12,originates_from_ip
sess-34d64db50a,admin,observed_user
camp-c548a017ee,45.83.64.12,originates_from_ip
sess-34d64db50a,admin,observed_user
camp-c548a017ee,185.220.101.249,originates_from_ip
sess-34d64db50a,root,observed_user
camp-c548a017ee,185.220.101.249,originates_from_ip
sess-34d64db50a,ubuntu,observed_user
camp-c548a017ee,185.220.101.249,originates_from_ip
sess-34d64db50a,ubuntu,observed_user
camp-c548a017ee,185.220.101.249,originates_from_ip
sess-34d64db50a,ubuntu,observed_user
camp-c548a017ee,185.220.101.249,originates_from_ip
sess-34d64db50a,svc-backup,observed_user
camp-c548a017ee,198.51.10.185,originates_from_ip
sess-34d64db50a,priya,observed_user
camp-c548a017ee,185.220.101.44,originates_from_ip
sess-34d64db50a,root,observed_user
camp-c548a017ee,185.220.101.44,originates_from_ip
sess-34d64db50a,svc-backup,observed_user
camp-c548a017ee,185.220.101.44,originates_from_ip
sess-34d64db50a,ubuntu,observed_user
camp-c548a017ee,198.51.100.203,originates_from_ip
camp-c548a017ee,10.10.20.86,originates_from_ip
sess-34d64db50a,admin,observed_user
camp-c548a017ee,10.10.20.86,originates_from_ip
sess-34d64db50a,svc-backup,observed_user
camp-c548a017ee,10.10.20.143,originates_from_ip
sess-34d64db50a,svc-backup,observed_user
camp-c548a017ee,10.10.20.143,originates_from_ip
sess-34d64db50a,admin,observed_user
camp-c548a017ee,198.51.100.203,originates_from_ip
camp-c548a017ee,198.51.10.117,originates_from_ip
sess-34d64db50a,priya,observed_user
camp-c548a017ee,10.10.20.143,originates_from_ip
sess-34d64db50a,ubuntu,observed_user
camp-c548a017ee,10.10.20.143,originates_from_ip
sess-34d64db50a,svc-backup,observed_user
camp-c548a017ee,198.51.100.203,originates_from_ip
camp-c548a017ee,198.51.100.203,originates_from_ip
camp-c548a017ee,198.51.100.203,originates_from_ip
sess-e6e707dfe4,samir,observed_user
sess-e6e707dfe4,samir,observed_user
sess-e6e707dfe4,maria,observed_user
sess-e6e707dfe4,maria,observed_user
sess-e6e707dfe4,alex,observed_user
sess-e6e707dfe4,alex,observed_user
camp-b32c96d3e2,45.83.64.51,originates_from_ip
sess-7458f74125,svc-backup,observed_user
camp-b32c96d3e2,198.51.100.91,originates_from_ip
camp-b32c96d3e2,45.83.64.51,originates_from_ip
sess-7458f74125,svc-backup,observed_user
camp-b32c96d3e2,45.83.64.51,originates_from_ip
sess-7458f74125,root,observed_user
camp-b32c96d3e2,198.51.10.110,originates_from_ip
sess-7458f74125,samir,observed_user
camp-b32c96d3e2,45.83.64.51,originates_from_ip
sess-7458f74125,admin,observed_user
camp-b32c96d3e2,198.51.100.91,originates_from_ip
camp-b32c96d3e2,45.83.64.112,originates_from_ip
sess-7458f74125,svc-backup,observed_user
camp-b32c96d3e2,45.83.64.112,originates_from_ip
sess-7458f74125,ubuntu,observed_user
camp-b32c96d3e2,45.83.64.112,originates_from_ip
sess-7458f74125,root,observed_user
camp-b32c96d3e2,198.51.100.91,originates_from_ip
camp-b32c96d3e2,45.83.64.112,originates_from_ip
sess-7458f74125,svc-backup,observed_user
camp-b32c96d3e2,45.83.64.112,originates_from_ip
sess-7458f74125,admin,observed_user
camp-b32c96d3e2,198.51.10.252,originates_from_ip
sess-7458f74125,priya,observed_user
camp-b32c96d3e2,185.220.101.72,originates_from_ip
sess-7458f74125,admin,observed_user
camp-b32c96d3e2,185.220.101.72,originates_from_ip
sess-7458f74125,admin,observed_user
camp-b32c96d3e2,185.220.101.72,originates_from_ip
sess-7458f74125,admin,observed_user
camp-b32c96d3e2,185.220.101.72,originates_from_ip
sess-7458f74125,ubuntu,observed_user
camp-b32c96d3e2,185.220.101.125,originates_from_ip
sess-7458f74125,root,observed_user
camp-b32c96d3e2,198.51.100.91,originates_from_ip
camp-b32c96d3e2,185.220.101.125,originates_from_ip
sess-7458f74125,ubuntu,observed_user
camp-b32c96d3e2,198.51.10.149,originates_from_ip
sess-7458f74125,maria,observed_user
camp-b32c96d3e2,185.220.101.125,originates_from_ip
sess-7458f74125,admin,observed_user
camp-b32c96d3e2,10.10.20.229,originates_from_ip
sess-7458f74125,root,observed_user
camp-b32c96d3e2,10.10.20.229,originates_from_ip
sess-7458f74125,ubuntu,observed_user
camp-b32c96d3e2,10.10.20.229,originates_from_ip
sess-7458f74125,ubuntu,observed_user
camp-b32c96d3e2,10.10.20.229,originates_from_ip
sess-7458f74125,ubuntu,observed_user
camp-b32c96d3e2,198.51.100.91,originates_from_ip
camp-b32c96d3e2,10.10.20.229,originates_from_ip
sess-7458f74125,admin,observed_user
camp-b32c96d3e2,10.10.20.229,originates_from_ip
sess-7458f74125,admin,observed_user
camp-b32c96d3e2,10.10.20.237,originates_from_ip
sess-7458f74125,svc-backup,observed_user
camp-b32c96d3e2,10.10.20.237,originates_from_ip
sess-7458f74125,admin,observed_user
camp-b32c96d3e2,198.51.100.91,originates_from_ip
camp-b32c96d3e2,10.10.20.237,originates_from_ip
sess-7458f74125,root,observed_user
camp-b32c96d3e2,198.51.100.91,originates_from_ip
sess-b9c0228328,alex,observed_user
sess-b9c0228328,maria,observed_user
sess-b9c0228328,maria,observed_user
sess-b9c0228328,maria,observed_user
camp-b579e66e3b,45.83.64.159,originates_from_ip
sess-37232170ff,ubuntu,observed_user
camp-b579e66e3b,198.51.100.44,originates_from_ip
camp-b579e66e3b,45.83.64.159,originates_from_ip
sess-37232170ff,admin,observed_user
camp-b579e66e3b,45.83.64.228,originates_from_ip
sess-37232170ff,admin,observed_user
camp-b579e66e3b,45.83.64.228,originates_from_ip
sess-37232170ff,admin,observed_user
camp-b579e66e3b,45.83.64.228,originates_from_ip
sess-37232170ff,admin,observed_user
camp-b579e66e3b,198.51.100.44,originates_from_ip
camp-b579e66e3b,45.83.64.228,originates_from_ip
sess-37232170ff,ubuntu,observed_user
camp-b579e66e3b,198.51.10.174,originates_from_ip
sess-37232170ff,alex,observed_user
camp-b579e66e3b,185.220.101.173,originates_from_ip
sess-37232170ff,ubuntu,observed_user
camp-b579e66e3b,185.220.101.173,originates_from_ip
sess-37232170ff,ubuntu,observed_user
camp-b579e66e3b,185.220.101.173,originates_from_ip
sess-37232170ff,ubuntu,observed_user
camp-b579e66e3b,185.220.101.173,originates_from_ip
sess-37232170ff,svc-backup,observed_user
camp-b579e66e3b,198.51.100.44,originates_from_ip
camp-b579e66e3b,185.220.101.183,originates_from_ip
sess-37232170ff,root,observed_user
camp-b579e66e3b,185.220.101.183,originates_from_ip
sess-37232170ff,root,observed_user
camp-b579e66e3b,185.220.101.183,originates_from_ip
sess-37232170ff,root,observed_user
camp-b579e66e3b,10.10.20.152,originates_from_ip
sess-37232170ff,svc-backup,observed_user
camp-b579e66e3b,10.10.20.152,originates_from_ip
sess-37232170ff,svc-backup,observed_user
camp-b579e66e3b,198.51.100.44,originates_from_ip
camp-b579e66e3b,10.10.20.152,originates_from_ip
sess-37232170ff,svc-backup,observed_user
camp-b579e66e3b,10.10.20.152,originates_from_ip
sess-37232170ff,svc-backup,observed_user
camp-b579e66e3b,198.51.10.138,originates_from_ip
sess-37232170ff,alex,observed_user
camp-b579e66e3b,10.10.20.152,originates_from_ip
sess-37232170ff,root,observed_user
camp-b579e66e3b,10.10.20.152,originates_from_ip
sess-37232170ff,svc-backup,observed_user
camp-b579e66e3b,10.10.20.152,originates_from_ip
sess-37232170ff,svc-backup,observed_user
camp-b579e66e3b,10.10.20.146,originates_from_ip
sess-37232170ff,ubuntu,observed_user
camp-b579e66e3b,10.10.20.146,originates_from_ip
sess-37232170ff,admin,observed_user
camp-b579e66e3b,10.10.20.146,originates_from_ip
sess-37232170ff,ubuntu,observed_user
camp-b579e66e3b,198.51.100.44,originates_from_ip
camp-b579e66e3b,10.10.20.146,originates_from_ip
sess-37232170ff,svc-backup,observed_user
camp-b579e66e3b,198.51.10.45,originates_from_ip
sess-37232170ff,samir,observed_user
camp-b579e66e3b,198.51.100.44,originates_from_ip
camp-b579e66e3b,198.51.10.223,originates_from_ip
sess-37232170ff,samir,observed_user
camp-b579e66e3b,198.51.100.44,originates_from_ip
camp-b579e66e3b,198.51.100.44,originates_from_ip
sess-64fa0f480d,maria,observed_user
sess-64fa0f480d,priya,observed_user
sess-64fa0f480d,alex,observed_user
sess-01fc9f90b3,alex,observed_user
sess-01fc9f90b3,priya,observed_user
sess-01fc9f90b3,alex,observed_user
sess-01fc9f90b3,samir,observed_user
camp-0089aa0e7f,198.51.10.187,originates_from_ip
sess-6ac624c2e9,priya,observed_user
camp-0089aa0e7f,45.83.64.47,originates_from_ip
sess-6ac624c2e9,ubuntu,observed_user
camp-0089aa0e7f,198.51.100.93,originates_from_ip
camp-0089aa0e7f,45.83.64.47,originates_from_ip
sess-6ac624c2e9,svc-backup,observed_user
camp-0089aa0e7f,45.83.64.47,originates_from_ip
sess-6ac624c2e9,admin,observed_user
camp-0089aa0e7f,198.51.10.3,originates_from_ip
sess-6ac624c2e9,priya,observed_user
camp-0089aa0e7f,198.51.100.93,originates_from_ip
camp-0089aa0e7f,45.83.64.47,originates_from_ip
sess-6ac624c2e9,ubuntu,observed_user
camp-0089aa0e7f,185.220.101.173,originates_from_ip
sess-6ac624c2e9,ubuntu,observed_user
camp-0089aa0e7f,185.220.101.173,originates_from_ip
sess-6ac624c2e9,svc-backup,observed_user
camp-0089aa0e7f,198.51.10.113,originates_from_ip
sess-6ac624c2e9,samir,observed_user
camp-0089aa0e7f,198.51.100.93,originates_from_ip
camp-0089aa0e7f,185.220.101.173,originates_from_ip
sess-6ac624c2e9,svc-backup,observed_user
camp-0089aa0e7f,185.220.101.173,originates_from_ip
sess-6ac624c2e9,ubuntu,observed_user
camp-0089aa0e7f,185.220.101.195,originates_from_ip
sess-6ac624c2e9,svc-backup,observed_user
camp-0089aa0e7f,198.51.100.93,originates_from_ip
camp-0089aa0e7f,198.51.10.229,originates_from_ip
sess-6ac624c2e9,maria,observed_user
camp-0089aa0e7f,185.220.101.195,originates_from_ip
sess-6ac624c2e9,ubuntu,observed_user
camp-0089aa0e7f,185.220.101.72,originates_from_ip
sess-6ac624c2e9,ubuntu,observed_user
camp-0089aa0e7f,185.220.101.72,originates_from_ip
sess-6ac624c2e9,admin,observed_user
camp-0089aa0e7f,10.10.20.199,originates_from_ip
sess-6ac624c2e9,root,observed_user
camp-0089aa0e7f,10.10.20.199,originates_from_ip
sess-6ac624c2e9,svc-backup,observed_user
camp-0089aa0e7f,10.10.20.199,originates_from_ip
sess-6ac624c2e9,admin,observed_user
camp-0089aa0e7f,198.51.100.93,originates_from_ip
camp-0089aa0e7f,10.10.20.199,originates_from_ip
sess-6ac624c2e9,root,observed_user
camp-0089aa0e7f,198.51.100.93,originates_from_ip
camp-0089aa0e7f,198.51.100.93,originates_from_ip
camp-e9dca64fe6,45.83.64.103,originates_from_ip
sess-7a1abafa7c,root,observed_user
camp-e9dca64fe6,45.83.64.103,originates_from_ip
sess-7a1abafa7c,svc-backup,observed_user
camp-e9dca64fe6,198.51.10.4,originates_from_ip
sess-7a1abafa7c,alex,observed_user
camp-e9dca64fe6,45.83.64.103,originates_from_ip
sess-7a1abafa7c,svc-backup,observed_user
